,Title,Description,Published_date,views,likes,comments,ids
119,You’re Making This Salary Negotiation Mistake #financewithsharan #shorts,"Do you remember receiving your first job offer? 👨🏻‍💻📧

You appear for countless interviews and rounds and finally get your contract. In this jubilation, you forget to check your CTC. 🙃

Most of the freshers plan on what to do with their first salary, but when we receive it, reality hits.

Most freshers do not understand the difference between In-hand salary and CTC. 

➡️ While your CTC might say 15 Lakhs, you should look at it closely to check if there’s any retention bonus component the company will give only if you stay for a certain period.

People are under the impression that employee bonds are illegal! Well, they are not ❌

Your company can exercise a reasonable penalty if you don’t comply with the rules.

So, don’t unquestioningly accept an offer by looking at the astonishingly high CTC. 

Do your research, negotiate well on the in-hand component, and read the T&Cs properly! 🙌🏻
.
.
.
.
.
.
.
.
.
.
#financewithsharan #fresher #salary #moneymanagement #bonus",2023-10-10,364924,25447,78,JBclT2WoX1o
120,How Did This Indian Couple become Rich? | The 1% Club Show | Ep 5,"1% Club YouTube : https://youtube.com/@onepercentclub12?si=JIoGypTjYexP_feR



Join the 1% Club: https://bit.ly/41cz2cE
----------

Will a job offer get you married in India? Do hectic schedules affect personal relationships? Let’s find out as we deep dive into this power couple's story to success! Meet Swastik Nigam & his wife Akshata Nigam. Now settled in Mumbai, India, our guest today talk about their journey from being an engineering grad to studying in IIM A and securing a high paying Investment Banking Job!

With over 10 Years of experience in Investment Banking, he later took an interest in Entrepreneurship and moved back to India. He is the founder of Winvesta, while his wife founded SafeQu. The couple navigates and discusses their income journey with us in this video, and about their shift from high paying jobs in Finance to Entrepreneurship. 

Finally, we also discuss their personal relationship, where they share how they managed to create a meaningful relationship while hustling with hectic work schedules and very recently while managing their own companies.  

Swastik Nigam : https://www.linkedin.com/in/swastiknigam?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app

Akshata Nigam : https://www.linkedin.com/in/akshata-n-65427a30/


-----------


Time Stamps:
(0:00) : Highlights
(0:32) : Swastik's luxury home rent
(1:13) : Swastik's journey to IIM A
(3:13) : Summer internship in Deutsche Bank
(4:10) : PPO salary of 1 Crore at 24 in London
(4:57) : How they met and fell in love?
(5:45) : Return to India
(6:30) : Building Winvesta & SafeQu
(7:22) : How much was the couple earning in London?
(8:25) : Beginning days of business during COVID
(9:22) : The couple's startup business
(10:30) : Managing personal and professional life
(11:10) : Are they financially independent now?

-------------

Sharan Hegde is a personal finance expert who has been featured in Forbes, Economic Times, Mint, Times of India and many more. He is the Founder of The 1% Club, India's biggest finance community which helps people achieve financial independence. 

Instagram: https://www.instagram.com/financewithsharan
Facebook: https://www.facebook.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde
Twitter: https://twitter.com/financewsharan",2023-10-07,678367,6039,317,gRxUyX3oQ4k
121,This Will Save You From Getting Fired #financewithsharan #shorts,"Do you have fears of being laid off during the next firing season? 🥲

Most employees give it their all during their first few months of getting employed, but eventually, they stop putting in that effort since they do not see the upside to the extra work done. 

However, this could also be why you are fired when the time comes. 

➡️ Scan the code to watch the entire video to learn more about employee and employer mentality and on my latest podcast with Sunil Tulsyani
.
.
.
.
.
.
#financewithsharan #employment #fresher #salary #moneymanagement",2023-10-06,691287,24045,391,CxLj0KVvnIg
122,Buy iPhone For Cheap,"You just love Apple iPad. A music buff in you 🎶 can spend even the last rupee you have in your pocket to get That Bose music system. 

But aaah! They are still out of budget. We feel like a small boy who passes by a candy shop 🍨 everyday but can’t have one ice-cream. 

Not anymore! Your man has a hack for this too! 💪 

Do you know what happens to the display pieces that you see at big electronic stores? All those smart TVs that fill the entire wall of the shop? Or that sexy 16” MacBook Pro on display?

Yes, you can get those at 20-30% discount! Don’t believe me? try next time you wanna buy some high end electronic item like laptop, smartwatch, DSLR camera 📸 or even a trendy mobile phone.

You may have to put up with a battery performance that is somewhat reduced. Also, warranty period may be lesser than usual. But those are adjustable things IMHO if I am getting a 30% discount. 🙆‍♂️ What say? 

Caveat: You can only do this when the new models are out. For example for Apple you can go during April and September to ask for display pieces of the previous models. 

Comment down below, and let me know! 👇

#financewithsharan #techgadgets #electronicdevices #moneymotivated #personalfinance #iphone15 #iphone15pro",2023-10-04,221205,12265,64,KYBgVnOipqQ
123,Most People Don’t Know This About Me #financewithsharan #shorts,"“Rome wasn't built in a day.”

I completely resonate with the quote above because that’s been the journey of The 1% Club.

Not many people know this but Finance With Sharan literally came into existence, just to make my MBA application look good. 

A lot of hard work went into it, which led me to get into Columbia University, an Ivy League institute. 

Letting go of this opportunity was one of the hardest thing I ever did - in order to grow what I had started, that is to help people achieve financial independence.

While being praised for my content, I realized that the larger goal was to raise financial awareness amongst the country's middle class.

That's when the idea of The 1% Club was born.

I started with my “Personal Finance Masterclass,” but one thing was evident: I cannot let it become a forum where I’m the only one talking.

It has to be a place where people who want to get control of their finances get together and help each other out !

What started with creating videos on a broken phone has now helped 50,000+ people become financially independent or on their journey to become financially free

It’s been one hell of a ride till now, but there’s a long way to go!
!
.
.
.
.
#financewithsharan #getonepercent #communityfirst #personalfinance",2023-10-02,2917483,143838,302,9ULhIFn904s
124,Which Employee Spends The Most? #financewithsharan #shorts,,2023-09-30,1143495,48611,124,FwCI0LgmeFo
125,Which Employee Spends The Most? | Assumptions vs Actual | Finance With Sharan,"----------
Join the 1% Club: https://rebrand.ly/TheOnePercentClub 

➤ Fill in to get featured: https://c8u6kqlr8n6.typeform.com/to/EWK9nQ3t
----------

If you had to rank your colleague / peer, based on their MONEY spending habits, what would it say about how you see them and how they see you?

How well are they managing their personal finance? Who is spending money the most? Who is broke? Who is financially sound?

We asked 5 team members from The 1% Club, to take part in this social experiment.

This is RANKING.

-----------

Time Stamps: 

(0:00) : Highlight
(0:23) : Introduction
(1:20) : First Round
(3:41) : Second Round 
(5:22) : Third Round
(6:28) : Fourth Round
(7:56) : Fifth Round
(8:36) : Sixth Round
(9:13) : Team Members' Ranking
(9:46) : Sharan's Ranking
(10:13) : The Big Reveal
(10:46) : How you can participate?


-----------


Sharan Hegde is a personal finance expert who has been featured in Forbes, Economic Times, Mint, Times of India and many more. He is the Founder of The 1% Club, India's biggest finance community which helps people achieve financial independence. 

Instagram: https://www.instagram.com/financewithsharan
Facebook: https://www.facebook.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde
Twitter: https://twitter.com/financewsharan

#financewithsharan #finance #sharan #salary #spendingmoney",2023-09-28,155222,5056,203,Y3cKly68pWI
126,This Will Make Your Poor #financewithsharan #shorts,,2023-09-26,20627962,961663,1241,Y3alTBjjQRk
127,Compounding Is The 8th Wonder Of The World  #financewithsharan #shorts,"Remember piggybanks? 🐷 

We’d drop our spare change in, watching it grow slowly. But as adults, that piggybank approach isn’t enough to fulfill our dreams and goals! 

We need something effective, aka Investing!💡

While saving is crucial, investing is a much more important part. Think of it as a plant –if you want that plant to grow, you must nurture it with investment. 🌱

Most banks offer a 3-4% return on savings accounts, while inflation is approximately 7%. 

So, while your savings might inch up in your bank account, the devil-named inflation will keep eroding their value. 

According to a survey, 78% of Indians will not invest in 2023 due to recession fears and market volatility.

This isn’t a wise decision because long-term planning can easily tackle this volatility.

Investing isn’t just about money; it’s about securing your future, achieving dreams, and attaining financial freedom. 

By investing, you harness the power of compound interest and market growth, allowing your wealth to flourish. 📈
So, start your journey from piggybank to portfolio today! 🏦 

Your future self will thank you for it. 💯
.
.
.
.
.
.
.
.
#financewithsharan #investing #investingtips #investing101 #salary",2023-09-25,1084855,78081,344,FVCe5n2fMQQ
128,Rich Dad Pt. 3 #financewithsharan #shorts,"Buying a house 🏡 has nothing to do with real estate. 

Is your house indeed an asset or a liability?

Listen to @therealkiyosaki explain this to us in under 30 seconds. 

➡️ Also make sure you watch the full podcast on my YouTube  channel, which has garnered 1.4 million views already. 
.
.
.
.
.
#financewithsharan #robertkiyosaki #richdadpoordad #realestate #homeloan",2023-09-22,1911039,98968,522,1yYXCPeXcBM
129,I Pay Zero Income Tax #financewithsharan #shorts,"@suniltulisaniofficial is an Indian immigrant who joined the Canadian police force.

He later transitioned to a real estate moghul, flipping over 70 homes in his first year in the industry. He is now a successful author and the proud founder of the Private Investor Club. 🏡

In this episode, Sunil and I discussed various topics ranging from :
1) the Indian mindset that allows us to be successful worldwide
2) how real estate made him a millionaire
3) his exciting life as a police officer
4) what made him transition from a cop to an entrepreneur.

➡️ Go watch the full video on my YouTube channel.
The link is in my bio.
.
.
.
.
.
.
.
#financewithsharan #realestate #realestateinvesting #realestateagent #homeloan #homeloans",2023-09-20,1330105,54792,544,zC31uFu1iwk
